local_id,year,month,home,office,industry,change(home),change(office),change(industry)
32,2020,9,212278,559408,542033,9.017050123253902,-3.8232877042049633,11.267967040411214
32,2020,10,167904,517361,551611,-20.903720592807545,-7.516338700912393,1.7670510836056106
32,2020,11,178181,614284,568186,6.120759481608538,18.734114090547994,3.0048349289626204
32,2020,12,190107,758033,547840,6.693193999360202,23.401065305298527,-3.580869644799414
32,2021,1,217506,901509,510795,14.41240985339835,18.92740817352279,-6.762010806074767
32,2021,2,210982,847219,481403,-2.999457486230265,-6.022125125761362,-5.754167523174659
32,2021,3,177664,692867,524541,-15.791868500630384,-18.21866601197565,8.960891394528076
32,2021,4,178952,615469,540093,0.724963976945245,-11.170686437656867,2.9648778646473772
32,2021,5,168101,584272,539327,-6.063637176449551,-5.068817438408758,-0.14182742601737108
32,2021,6,170905,570802,532466,1.6680448063961548,-2.305433085959964,-1.2721410201973942
32,2021,7,181682,566223,572916,6.305842427079372,-0.8022046173629385,7.596729180830325
32,2021,8,242633,623446,583055,33.548177585011175,10.106088943755376,1.7697184229450742
32,2021,9,191598,549943,571011,-21.033824747664166,-11.789794144160041,-2.0656713346082274
32,2021,10,173753,524754,582372,-9.313771542500444,-4.580292866715277,1.989628921334265
32,2021,11,184286,631787,590103,6.062053604829845,20.396795450820765,1.327502009025159
32,2021,12,191652,773857,608045,3.9970480665921446,22.487009071095162,3.0404861524174596
32,2022,1,215240,913219,570722,12.307724417172793,18.008753555243413,-6.138197008445099
32,2022,2,215765,892132,512682,0.2439137706745958,-2.309084677388447,-10.169574679090696
32,2022,3,186426,745414,551798,-13.59766412532153,-16.445772598673738,7.629680776777807
32,2022,4,188334,652914,568839,1.0234623925847253,-12.409211525407358,3.0882678081471844
32,2022,5,167868,569280,587853,-10.86686418809137,-12.80934395647819,3.342597817660182
32,2022,6,170498,568083,561801,1.5667071746848715,-0.2102655986509275,-4.431720174941694
